NEIGHBORHOOD,ADDRESS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
GREENWICH VILLAGE-WEST,621 GREENWICH STREET,1741.0,3866.0,2017.0,17000000.0,2022-04-12
GREENWICH VILLAGE-WEST,119 LEROY STREET,2098.0,3239.0,2017.0,8250000.0,2022-11-30
GREENWICH VILLAGE-WEST,117 LEROY STREET,2507.0,3454.0,2017.0,13500000.0,2022-07-25
SOUTHBRIDGE,136 BEEKMAN STREET,477.0,1900.0,1998.0,3500000.0,2022-02-03
CASTLE HILL/UNIONPORT,2030 STORY AVENUE,3604.0,1860.0,1987.0,642000.0,2022-10-21
CITY ISLAND,652 CITY ISLAND AVENUE,2693.0,1379.0,2004.0,400000.0,2022-09-27
CITY ISLAND,656 CITY ISLAND AVENUE,2150.0,2069.0,2005.0,425000.0,2022-02-02
CITY ISLAND,658 CITY ISLAND AVENUE,3713.0,2069.0,2005.0,450000.0,2022-05-16
CITY ISLAND,647 MINNIEFORD AVENUE,3219.0,2250.0,1999.0,630000.0,2022-07-27
CITY ISLAND,158 FORDHAM STREET,2500.0,1496.0,2020.0,745000.0,2022-02-08
CITY ISLAND,383 KING AVENUE,2703.0,1360.0,1986.0,635000.0,2022-06-30
CITY ISLAND,740 KING AVENUE,3500.0,1650.0,1986.0,775000.0,2022-12-21
COUNTRY CLUB,3391-06 COUNTRY CLUB ROAD,2086.0,2500.0,1987.0,780000.0,2022-12-19
COUNTRY CLUB,1558 DWIGHT PLACE,2499.0,1768.0,2005.0,810000.0,2022-10-31
COUNTRY CLUB,820 DEAN AVENUE,4927.0,2000.0,2004.0,975000.0,2022-10-06
CROTONA PARK,820 SUBURBAN PL,6847.0,2500.0,1988.0,769000.0,2022-01-26
CROTONA PARK,1560 CHARLOTTE STREET,7000.0,2700.0,1985.0,610000.0,2022-01-20
CROTONA PARK,870 EAST 172ND STREET,7000.0,2700.0,1985.0,499550.0,2022-03-25
EAST TREMONT,10 WADE SQUARE,1873.0,1320.0,1985.0,542000.0,2022-04-28
EAST TREMONT,2175 ARTHUR AVENUE,1893.0,1320.0,1985.0,570000.0,2022-05-20
EAST TREMONT,615 OAK TREE PLACE,2100.0,1364.0,1985.0,560000.0,2022-04-06
EAST TREMONT,2130 CLINTON AVENUE,3000.0,1320.0,1985.0,505000.0,2022-11-09
EAST TREMONT,2153 CLINTON AVENUE,2152.0,1320.0,1985.0,525000.0,2022-10-26
EAST TREMONT,2153 CLINTON AVENUE,2153.0,1320.0,1985.0,460000.0,2022-02-04
EAST TREMONT,2143 CLINTON AVENUE,2359.0,1320.0,1985.0,265000.0,2022-06-22
EAST TREMONT,2159 MAPES AVENUE,4202.0,1600.0,1985.0,625000.0,2022-01-19
EAST TREMONT,2151 MAPES AVENUE,2905.0,1320.0,1985.0,585000.0,2022-04-25
FIELDSTON,272 FIELDSTON TERRACE,2033.0,2433.0,2008.0,1150000.0,2022-04-07
MORRISANIA/LONGWOOD,690 CAULDWELL AVENUE,1939.0,1152.0,1992.0,475000.0,2022-12-23
MORRISANIA/LONGWOOD,763 TRINITY AVENUE,1837.0,1152.0,1992.0,505000.0,2022-07-11
MORRISANIA/LONGWOOD,795 JACKSON AVENUE,2332.0,1152.0,1991.0,550000.0,2022-03-31
MORRISANIA/LONGWOOD,774 HOME STREET,2378.0,1330.0,1987.0,565000.0,2022-04-11
MORRISANIA/LONGWOOD,1123 TINTON,2542.0,1320.0,1987.0,500000.0,2022-10-20
MORRISANIA/LONGWOOD,1117 TINTON AVENUE,2542.0,1320.0,1987.0,360000.0,2022-07-21
MORRISANIA/LONGWOOD,1117 TINTON AVENUE,2542.0,1320.0,1987.0,579000.0,2022-12-30
MORRISANIA/LONGWOOD,1117 TINTON AVENUE,2543.0,1320.0,1987.0,110200.0,2022-05-04
MORRISANIA/LONGWOOD,848 UNION AVENUE,1940.0,1152.0,1993.0,565000.0,2022-06-24
MORRISANIA/LONGWOOD,903 TIFFANY STREET,2024.0,1980.0,1987.0,575000.0,2022-01-12
MORRISANIA/LONGWOOD,1091 SIMPSON STREET,2000.0,1266.0,1992.0,510000.0,2022-02-28
MORRISANIA/LONGWOOD,1083 SIMPSON STREET,2000.0,1266.0,1992.0,500000.0,2022-03-31
MORRISANIA/LONGWOOD,1069 SIMPSON STREET,2000.0,1266.0,1992.0,514500.0,2022-02-16
MORRISANIA/LONGWOOD,1112 SIMPSON STREET,2000.0,1266.0,1992.0,450000.0,2022-10-07
MORRISANIA/LONGWOOD,855 JENNINGS STREET,10331.0,2980.0,1986.0,670000.0,2022-08-31
MORRISANIA/LONGWOOD,1369 INTERVALE AVENUE,1980.0,1152.0,1988.0,460000.0,2022-04-08
MORRISANIA/LONGWOOD,1367 INTERVALE AVENUE,1980.0,1152.0,1988.0,450000.0,2022-11-17
MORRISANIA/LONGWOOD,1351 INTERVALE AVENUE,2178.0,1152.0,1989.0,499000.0,2022-02-25
MORRISANIA/LONGWOOD,1347 INTERVALE,2040.0,1152.0,1989.0,256510.0,2022-06-28
MORRISANIA/LONGWOOD,1172 FOX STREET,1826.0,1188.0,1991.0,475000.0,2022-06-22
MOTT HAVEN/PORT MORRIS,603 E 140TH ST,1757.0,1683.0,2000.0,615000.0,2022-08-02
MOTT HAVEN/PORT MORRIS,609 OAK TERRACE,1386.0,1104.0,2000.0,565000.0,2022-09-26
MOTT HAVEN/PORT MORRIS,609 OAK TERRACE,1387.0,1104.0,2000.0,400000.0,2022-03-10
PELHAM PARKWAY NORTH,2303 TENBROECK AVENUE,2805.0,1260.0,1989.0,695000.0,2022-09-22
RIVERDALE,2750 FAIRFIELD AVENUE,8020.0,3294.0,2021.0,2275000.0,2022-05-06
RIVERDALE,3024 ARLINGTON AVENUE,4999.0,2732.0,1985.0,1287500.0,2022-10-31
RIVERDALE,5404 POST ROAD,2699.0,1606.0,2003.0,960000.0,2022-07-14
RIVERDALE,5406 POST ROAD,2699.0,1606.0,2003.0,939500.0,2022-07-06
RIVERDALE,7 DELAFIELD WAY,3403.0,2400.0,1987.0,1350000.0,2022-05-06
RIVERDALE,5250 INDEPENDENCE AVENUE,19777.0,3516.0,1992.0,3625000.0,2022-09-15
RIVERDALE,5605 INDEPENDENCE AVENUE,23629.0,1500.0,1990.0,2268000.0,2022-10-24
SCHUYLERVILLE/PELHAM BAY,2749 GIFFORD AVE,1900.0,2400.0,2006.0,730000.0,2022-06-29
THROGS NECK,208 LONGSTREET AVENUE,1700.0,2210.0,1998.0,880000.0,2022-04-28
BAY RIDGE,"7529 SHORE ROAD, 1E",6975.0,4422.0,2006.0,363000.0,2022-02-10
BEDFORD STUYVESANT,27 TROY AVENUE,2244.0,1452.0,1985.0,947500.0,2022-03-16
BEDFORD STUYVESANT,30 HATTIE JONES COURT,2172.0,1452.0,1985.0,920000.0,2022-06-28
BEDFORD STUYVESANT,688 WILLOUGHBY AVENUE,1616.0,1632.0,2002.0,1450000.0,2022-11-21
BEDFORD STUYVESANT,237A HART STREET,1400.0,1428.0,2000.0,750000.0,2022-02-22
BERGEN BEACH,10 BERGEN BEACH PLACE,2882.0,1738.0,1996.0,832500.0,2022-05-17
BERGEN BEACH,35 BERGEN BEACH PLACE,2633.0,1600.0,2002.0,782500.0,2022-04-01
BERGEN BEACH,6652 AVENUE M,1989.0,1600.0,1999.0,550000.0,2022-08-22
BERGEN BEACH,6652 AVENUE M,1989.0,1600.0,1999.0,649000.0,2022-12-23
BERGEN BEACH,13 GEORGETOWN LANE,2455.0,2163.0,1996.0,755000.0,2022-02-02
BERGEN BEACH,1314 EAST 69TH STREET,2702.0,1800.0,2005.0,855000.0,2022-09-08
BERGEN BEACH,2379 EAST 69TH STREET,2758.0,2448.0,2001.0,985000.0,2022-07-13
BERGEN BEACH,2371 EAST 69TH STREET,2592.0,2448.0,2001.0,935000.0,2022-05-19
BERGEN BEACH,2351 EAST 69 STREET,2591.0,2448.0,2001.0,600000.0,2022-11-03
BERGEN BEACH,2348 ROYCE STREET,5999.0,4860.0,1999.0,1850000.0,2022-10-20
BOERUM HILL,75 BOND STREET,1183.0,4283.0,2015.0,5500000.0,2022-04-14
BOERUM HILL,57 WYCKOFF STREET,3166.0,3000.0,2016.0,9365000.0,2022-08-17
BROWNSVILLE,65 LEGION STREET,1800.0,1116.0,1987.0,540000.0,2022-04-26
BROWNSVILLE,43 LEGION STREET,1799.0,1116.0,1987.0,495000.0,2022-07-26
BROWNSVILLE,556 SARATOGA AVE,1800.0,1116.0,1987.0,472500.0,2022-04-29
BROWNSVILLE,1892 STRAUSS STREET,2000.0,1640.0,1987.0,620000.0,2022-09-23
BROWNSVILLE,86 HERZL STREET,2800.0,1620.0,1987.0,506000.0,2022-03-01
BROWNSVILLE,63 HERZL STREET,2000.0,1620.0,1987.0,533000.0,2022-03-15
BROWNSVILLE,94 AMBOY ST,2799.0,1620.0,1987.0,579500.0,2022-11-18
BROWNSVILLE,138 AMBOY STREET,2799.0,1620.0,1987.0,580000.0,2022-10-07
BROWNSVILLE,123 AMBOY STREET,2000.0,1340.0,1987.0,555000.0,2022-09-23
BROWNSVILLE,103 AMBOY STREET,2000.0,1340.0,1987.0,499000.0,2022-06-30
BROWNSVILLE,518 THOMAS S BOYLAND ST,2800.0,1340.0,1987.0,612000.0,2022-03-23
BROWNSVILLE,71 AMBOY STREET,4000.0,1640.0,1987.0,850000.0,2022-05-23
BROWNSVILLE,168 SUTTER AVENUE,1800.0,1116.0,1987.0,295000.0,2022-04-28
BROWNSVILLE,630 THOMAS S BOYLAND ST,1799.0,1116.0,1987.0,560000.0,2022-10-28
BROWNSVILLE,576 THOMAS S BOYLAND ST,1799.0,1116.0,1987.0,460000.0,2022-07-28
BROWNSVILLE,229 CHESTER ST,1700.0,1148.0,1987.0,540000.0,2022-12-15
BROWNSVILLE,229 CHESTER STREET,3800.0,1148.0,1987.0,630000.0,2022-03-07
BROWNSVILLE,213 CHESTER STREET,1799.0,1148.0,1987.0,721726.0,2022-09-29
BROWNSVILLE,708 SARATOGA AVENUE,1799.0,1116.0,1986.0,575000.0,2022-08-31
BROWNSVILLE,268 AMBOY STREET,1799.0,1116.0,1987.0,520000.0,2022-08-29
BROWNSVILLE,264 GRAFTON STREET,1800.0,1116.0,1985.0,530000.0,2022-03-18
BROWNSVILLE,258 LEGION STREET,1800.0,1116.0,1985.0,504000.0,2022-03-09
BROWNSVILLE,754 SARATOGA,2300.0,1116.0,1985.0,420000.0,2022-07-15
BROWNSVILLE,711 THOMAS S BOYLAND ST,1800.0,1128.0,1987.0,450000.0,2022-03-07
BROWNSVILLE,812 MOTHER GASTON BLVD.,1800.0,1116.0,1986.0,525000.0,2022-04-28
BROWNSVILLE,954 ROCKAWAY AVENUE,2325.0,1148.0,1986.0,181800.0,2022-03-21
BROWNSVILLE,954 ROCKAWAY AVENUE,2325.0,1148.0,1986.0,379000.0,2022-11-10
BROWNSVILLE,946 ROCKAWAY AVENUE,1799.0,1148.0,1986.0,599000.0,2022-08-11
BROWNSVILLE,950 ROCKAWAY AVENUE,1800.0,1148.0,1986.0,599000.0,2022-02-09
BROWNSVILLE,919 ROCKAWAY AVENUE,1799.0,1148.0,1987.0,437400.0,2022-09-30
BROWNSVILLE,893 ROCKAWAY AVENUE,1799.0,1148.0,1987.0,595000.0,2022-08-24
BROWNSVILLE,937 ROCKAWAY AVENUE,1800.0,1148.0,1987.0,628000.0,2022-02-18
BROWNSVILLE,390 CHRISTOPHER AVENUE,1799.0,1116.0,1985.0,570000.0,2022-12-01
BROWNSVILLE,390 CHRISTOPHER AVENUE,1800.0,1116.0,1985.0,370000.0,2022-01-18
BROWNSVILLE,410 CHRISTOPHER AVENUE,1800.0,1116.0,1985.0,561950.0,2022-01-11
BROWNSVILLE,488 JUNIUS STREET,1800.0,1116.0,1985.0,550000.0,2022-01-28
BROWNSVILLE,457 CHRISTOPHER AVENUE,1802.0,1116.0,1985.0,350000.0,2022-04-08
BROWNSVILLE,433 CHRISTOPHER AVENUE,1801.0,1116.0,1985.0,680500.0,2022-06-27
BROWNSVILLE,683 SACKMAN STREET,1802.0,1116.0,1986.0,540000.0,2022-01-27
BROWNSVILLE,647 SACKMAN STREET,1801.0,1116.0,1986.0,550000.0,2022-08-10
BROWNSVILLE,548 POWELL STREET,1801.0,1116.0,1986.0,580000.0,2022-08-19
BROWNSVILLE,549 POWELL STREET,1801.0,1116.0,1986.0,510000.0,2022-09-16
BROWNSVILLE,489 CHRISTOPHER AVENUE,1813.0,1128.0,1986.0,364661.0,2022-12-13
BROWNSVILLE,706 SACKMAN ST,1813.0,1128.0,1986.0,559000.0,2022-08-16
BROWNSVILLE,582 POWELL STREET,1800.0,1116.0,1986.0,485000.0,2022-03-29
BROWNSVILLE,345 LOTT AVENUE,1800.0,1116.0,1986.0,477000.0,2022-03-01
BROWNSVILLE,847 MOTHER GASTON BLVD,1799.0,1116.0,1986.0,500000.0,2022-12-29
BROWNSVILLE,766 SACKMAN STREET,1799.0,1116.0,1986.0,580000.0,2022-08-08
BROWNSVILLE,632 POWELL STREET,1799.0,1116.0,1986.0,350000.0,2022-11-18
CLINTON HILL,438 CLINTON AVENUE,1545.0,3827.0,2021.0,4550000.0,2022-11-02
CLINTON HILL,440 CLINTON AVENUE,1546.0,3827.0,2022.0,4600000.0,2022-01-11
CLINTON HILL,442 CLINTON AVENUE,1545.0,3827.0,2021.0,4690000.0,2022-11-14
CLINTON HILL,444 CLINTON AVENUE,1545.0,3827.0,2021.0,4750000.0,2022-12-12
CLINTON HILL,446 CLINTON AVENUE,1597.0,3937.0,2021.0,4575000.0,2022-11-03
CLINTON HILL,218 GREENE AVENUE,1000.0,1995.0,2014.0,2995000.0,2022-11-10
COBBLE HILL-WEST,33A CARROLL STREET,1457.0,2986.0,2016.0,3495000.0,2022-07-24
CONEY ISLAND,2811 WEST 37TH STREET,1803.0,1344.0,1993.0,570000.0,2022-12-28
CONEY ISLAND,2849 WEST 36 STREET,2573.0,1430.0,1988.0,610000.0,2022-06-03
CONEY ISLAND,2870 WEST 33RD STREET,2572.0,1444.0,1988.0,638000.0,2022-05-17
CONEY ISLAND,2877 WEST 35TH STREET,2573.0,1444.0,1988.0,640000.0,2022-02-23
CONEY ISLAND,2818 WEST 31ST STREET,2374.0,1520.0,1985.0,596000.0,2022-08-10
CONEY ISLAND,2842 W 31ST ST,2375.0,1520.0,1985.0,618000.0,2022-02-25
CONEY ISLAND,2854 WEST 31ST STREET,2375.0,1520.0,1985.0,565000.0,2022-03-31
CONEY ISLAND,2875 WEST 32ND STREET,3365.0,1200.0,1985.0,610000.0,2022-03-17
CONEY ISLAND,2865 WEST 32ND STREET,2374.0,1200.0,1985.0,615000.0,2022-06-29
CONEY ISLAND,2863 WEST 30TH STREET,2732.0,1344.0,1993.0,656000.0,2022-09-29
CONEY ISLAND,2839 WEST 28TH STREET,2596.0,1120.0,1989.0,595000.0,2022-11-29
CONEY ISLAND,2801 WEST 28TH STREET,2832.0,1344.0,1989.0,542500.0,2022-10-13
CONEY ISLAND,2871 WEST 27TH STREET,1652.0,1344.0,1989.0,600000.0,2022-10-19
CONEY ISLAND,2861 W 27,1652.0,1120.0,1989.0,524900.0,2022-04-01
CONEY ISLAND,2813 WEST 23RD STREET,3463.0,1356.0,1990.0,249000.0,2022-08-19
CONEY ISLAND,2860 WEST 20 STREET,1662.0,1344.0,1993.0,600000.0,2022-09-28
CONEY ISLAND,2829 WEST 17TH STREET,2615.0,1344.0,1993.0,655000.0,2022-12-09
CONEY ISLAND,2876 W 15 STREET,1652.0,1344.0,1993.0,480000.0,2022-09-16
CONEY ISLAND,2828 MERMAID AVENUE,989.0,1680.0,1999.0,586800.0,2022-11-21
CONEY ISLAND,2822 MERMAID AVE,990.0,1680.0,1999.0,600000.0,2022-02-09
CONEY ISLAND,2318 MERMAID AVE,989.0,1812.0,2000.0,650000.0,2022-07-08
CONEY ISLAND,2026 MERMAID AVENUE,1287.0,1980.0,2003.0,662000.0,2022-06-09
DOWNTOWN-FULTON MALL,271 STATE STREET,1590.0,4296.0,2005.0,4985000.0,2022-02-03
EAST NEW YORK,446 BELMONT AVENUE,1800.0,1134.0,1990.0,600000.0,2022-05-03
EAST NEW YORK,413 WYONA ST,1799.0,1134.0,1990.0,295000.0,2022-10-04
EAST NEW YORK,388 BRADFORD STREET,1799.0,1134.0,1990.0,570000.0,2022-06-23
EAST NEW YORK,427 SNEDIKER AVENUE,1800.0,1332.0,1997.0,599000.0,2022-01-27
EAST NEW YORK,421 HINSDALE STREET,1799.0,1332.0,1997.0,530000.0,2022-11-15
EAST NEW YORK,407 HINSDALE STREET,1800.0,1332.0,1997.0,660000.0,2022-05-17
EAST NEW YORK,469 GEORGIA AVENUE,1758.0,1296.0,1999.0,570000.0,2022-10-18
EAST NEW YORK,530 ALABAMA AVENUE,1800.0,1296.0,2000.0,540000.0,2022-01-18
EAST NEW YORK,509 ALABAMA AVE,1800.0,1296.0,2000.0,560000.0,2022-01-26
EAST NEW YORK,549 SHEFFIELD AVENUE,1746.0,1296.0,2000.0,350000.0,2022-04-12
EAST NEW YORK,549 SHEFFIELD AVENUE,1746.0,1296.0,2000.0,640000.0,2022-11-23
EAST NEW YORK,658 HINSDALE STREET,1801.0,1332.0,2000.0,580000.0,2022-08-31
EAST NEW YORK,354 SCHENCK AVENUE,3328.0,1132.0,1991.0,610000.0,2022-03-18
EAST NEW YORK,191 BERRIMAN STREET,1800.0,1132.0,1990.0,535000.0,2022-03-16
EAST NEW YORK,255 BERRIMAN STREET,1800.0,1132.0,1990.0,600000.0,2022-03-14
EAST NEW YORK,278 ATKINS AVENUE,1799.0,1132.0,1990.0,625000.0,2022-09-16
EAST NEW YORK,456 JEROME STREET,1800.0,1134.0,1990.0,595000.0,2022-04-28
EAST NEW YORK,516 WARWICK STREET,3360.0,1116.0,1989.0,660000.0,2022-05-18
EAST NEW YORK,901 BLAKE AVENUE,1799.0,1116.0,1989.0,650000.0,2022-07-20
EAST NEW YORK,901 BLAKE AVENUE,1800.0,1116.0,1989.0,431000.0,2022-02-24
EAST NEW YORK,502 ASHFORD STREET,2965.0,1116.0,1993.0,670000.0,2022-05-27
EAST NEW YORK,535 WARWICK STREET,1620.0,1116.0,1989.0,590000.0,2022-05-02
EAST NEW YORK,465 ASHFORD STREET,1795.0,1116.0,1991.0,555500.0,2022-11-10
EAST NEW YORK,985 BLAKE AVENUE,1710.0,1116.0,1989.0,570000.0,2022-04-27
EAST NEW YORK,542 ESSEX STREET,1728.0,1116.0,1989.0,560000.0,2022-02-10
EAST NEW YORK,548 ESSEX STREET,1727.0,1116.0,1989.0,620000.0,2022-06-09
EAST NEW YORK,326 BERRIMAN,1800.0,1116.0,1988.0,350000.0,2022-04-28
EAST NEW YORK,326 BERRIMAN STREET,1799.0,1116.0,1988.0,629000.0,2022-08-22
EAST NEW YORK,555 HENDRIX ST,1800.0,1116.0,1989.0,599000.0,2022-01-03
EAST NEW YORK,982 BLAKE AVENUE,1800.0,1116.0,1989.0,538000.0,2022-05-02
EAST NEW YORK,1044 BLAKE AVENUE,3000.0,1116.0,1989.0,665000.0,2022-02-10
EAST NEW YORK,633 ELTON STREET,1800.0,1200.0,1988.0,477000.0,2022-05-12
EAST NEW YORK,649 WILLIAMS AVENUE,2880.0,1300.0,2000.0,675000.0,2022-03-30
EAST NEW YORK,70 MALTA STREET,2632.0,1350.0,2000.0,569999.0,2022-08-04
EAST NEW YORK,675 ALABAMA AVENUE,1799.0,1172.0,2000.0,128000.0,2022-10-07
EAST NEW YORK,756 HENDRIX STREET,1720.0,2607.0,2013.0,860000.0,2022-03-11
GERRITSEN BEACH,10 ABBEY COURT,1800.0,1458.0,1988.0,478000.0,2022-01-05
GERRITSEN BEACH,8 FRANK COURT,1800.0,915.0,2017.0,520000.0,2022-03-21
GERRITSEN BEACH,26 HYMAN COURT,3600.0,1290.0,2019.0,525000.0,2022-03-25
GERRITSEN BEACH,70 BEACON COURT,1799.0,1216.0,2017.0,680000.0,2022-06-14
MANHATTAN BEACH,190 DOVER STREET,3119.0,3061.0,2021.0,1300000.0,2022-12-02
MANHATTAN BEACH,208 DOVER STREET,4000.0,3600.0,2004.0,2400000.0,2022-05-02
MANHATTAN BEACH,506 ORIENTAL BOULEVARD,2900.0,2821.0,2020.0,1629200.0,2022-10-07
MANHATTAN BEACH,232 EXETER STREET,3240.0,3371.0,2019.0,1731025.0,2022-05-13
MANHATTAN BEACH,1720 SHORE BOULEVARD,4699.0,3120.0,2013.0,1985000.0,2022-12-02
MILL BASIN,76 BELL POINT DRIVE,5060.0,2916.0,2005.0,1300000.0,2022-10-14
MILL BASIN,171 WHITMAN DRIVE,8919.0,5512.0,1995.0,995000.0,2022-12-12
MILL BASIN,2304 EAST 66TH STREET,6217.0,4800.0,2007.0,2450000.0,2022-02-01
OCEAN PARKWAY-NORTH,862 EAST 9TH STREET,3333.0,3299.0,2019.0,4392180.0,2022-03-30
OCEAN PARKWAY-SOUTH,2088 EAST 3RD STREET,4500.0,6222.0,1996.0,14000000.0,2022-07-06
RED HOOK,115A KING STREET,1683.0,2625.0,2016.0,2820000.0,2022-04-21
RED HOOK,111 KING STREET,1682.0,2625.0,2016.0,2925000.0,2022-07-20
SEAGATE,3709 POLAR STREET,2000.0,1520.0,1985.0,538000.0,2022-06-06
SEAGATE,3806 ATLANTIC AVENUE,5000.0,4758.0,2010.0,2340000.0,2022-05-03
SHEEPSHEAD BAY,2660 EAST 27TH ST,3999.0,3402.0,2003.0,2200000.0,2022-09-29
SHEEPSHEAD BAY,31 LINCOLN TERRACE,1570.0,840.0,2019.0,630000.0,2022-08-18
SHEEPSHEAD BAY,17A MESEREAU CT,1400.0,900.0,2019.0,565000.0,2022-04-05
SHEEPSHEAD BAY,29 STANTON ROAD,1320.0,624.0,2018.0,415000.0,2022-02-10
SHEEPSHEAD BAY,16 STANTON ROAD,1256.0,883.0,2018.0,542500.0,2022-11-16
SHEEPSHEAD BAY,19 STANTON ROAD,1319.0,990.0,2018.0,484600.0,2022-10-13
SHEEPSHEAD BAY,21 STANTON ROAD,1319.0,915.0,2018.0,510000.0,2022-06-08
SHEEPSHEAD BAY,2814 BATCHELDER STREET,1028.0,757.0,2019.0,475000.0,2022-03-02
SPRING CREEK,1084 ESSEX STREET,2101.0,1640.0,2008.0,590000.0,2022-11-08
SPRING CREEK,556 EGAN STREET,3514.0,1640.0,2008.0,535000.0,2022-12-09
SUNSET PARK,291 22ND STREET,1379.0,1964.0,1989.0,2650000.0,2022-06-21
ARVERNE,4016 ROCKAWAY BEACH BOULEVARD,3231.0,1520.0,2005.0,585000.0,2022-07-27
ARVERNE,341 BEACH 42ND STREET,2850.0,1332.0,2006.0,549999.0,2022-09-23
ARVERNE,329 BEACH 43RD,2228.0,1476.0,2006.0,315000.0,2022-04-15
ARVERNE,329 BEACH 43RD ST,2228.0,1476.0,2006.0,600000.0,2022-11-07
ARVERNE,123 BEACH 62ND STREET,4413.0,2626.0,2014.0,1138000.0,2022-10-14
ARVERNE,403 BEACH 37,2896.0,1502.0,2008.0,540000.0,2022-03-09
ARVERNE,410 BEACH 43 STREET,2252.0,866.0,2018.0,146138.0,2022-11-09
ARVERNE,457 BEACH 46 STREET,2377.0,1664.0,2004.0,700000.0,2022-08-09
BAYSIDE,28-42 215TH PLACE,5999.0,4900.0,2000.0,1716000.0,2022-07-28
BAYSIDE,3216 205TH STREET,5700.0,2046.0,2011.0,1620000.0,2022-12-22
BAYSIDE,40-28 205TH STREET,3999.0,2400.0,2019.0,1580000.0,2022-06-08
BAYSIDE,38-27 220TH STREET,4200.0,3212.0,1994.0,1400000.0,2022-07-14
BAYSIDE,41-27 219TH STREET,4545.0,2662.0,1996.0,1490000.0,2022-01-28
BAYSIDE,39-21 221ST STREET,5000.0,3284.0,2003.0,1700000.0,2022-03-29
BAYSIDE,220-12 46TH AVENUE,11064.0,4300.0,1998.0,2600000.0,2022-09-14
BEECHHURST,154-33 12TH AVENUE,3999.0,1998.0,2019.0,1830000.0,2022-09-22
BEECHHURST,156-07 14TH AVENUE,3999.0,1998.0,2016.0,1635000.0,2022-06-21
BEECHHURST,14-23 157TH STREET,3999.0,2026.0,2005.0,1600000.0,2022-10-07
BEECHHURST,14-20 159TH STREET,3999.0,2420.0,1992.0,1498000.0,2022-09-07
BEECHHURST,161-04 POWELLS COVE BLVD,11125.0,3370.0,1998.0,1980000.0,2022-10-03
BEECHHURST,160-16 9 AVENUE,7000.0,3456.0,2012.0,2500000.0,2022-11-30
BEECHHURST,166-05 CRYDERS LN,5425.0,2550.0,2016.0,2115000.0,2022-12-01
BEECHHURST,14-32 BURTON STREET,5000.0,2312.0,2009.0,1825000.0,2022-03-04
BELLE HARBOR,125 BEACH 127 STREET,2699.0,2863.0,2015.0,2250000.0,2022-08-15
BELLE HARBOR,125 BEACH 128TH STREET,11216.0,4969.0,1997.0,2500000.0,2022-04-21
BELLEROSE,82-52 243RD STREET,4000.0,2770.0,2006.0,1075000.0,2022-01-19
BELLEROSE,243-07 83RD AVENUE,5000.0,2508.0,2006.0,1350000.0,2022-05-20
BELLEROSE,82-51 243RD STREET,5999.0,2870.0,2007.0,1450000.0,2022-09-29
BRIARWOOD,13807 COOLIDGE AVENUE,3476.0,2656.0,1993.0,1295000.0,2022-08-09
BROAD CHANNEL,47 WEST 14TH ROAD,2500.0,1487.0,2019.0,535000.0,2022-04-25
BROAD CHANNEL,70 WEST 18TH ROAD,2499.0,1460.0,2022.0,680000.0,2022-12-22
BROAD CHANNEL,207 EAST 8TH ROAD,2600.0,1512.0,2019.0,593000.0,2022-10-18
BROAD CHANNEL,806 CROSS BAY BOULEVARD,2615.0,1050.0,2018.0,350000.0,2022-10-13
COLLEGE POINT,3-19A 126TH STREET,2499.0,1496.0,2008.0,925000.0,2022-11-17
COLLEGE POINT,5-11 126 STREET,3194.0,2096.0,2018.0,1393000.0,2022-01-10
COLLEGE POINT,13-42 137TH STREET,5249.0,4277.0,2005.0,1550000.0,2022-12-16
COLLEGE POINT,136-04 11TH AVENUE,4669.0,2936.0,2004.0,1770000.0,2022-04-04
COLLEGE POINT,15-17 119TH STREET,2800.0,1008.0,2006.0,860000.0,2022-01-21
COLLEGE POINT,14-05 136TH STREET,4444.0,2208.0,1985.0,1378000.0,2022-03-25
DOUGLASTON,225 PARK LANE,12100.0,5371.0,2014.0,3637500.0,2022-02-28
DOUGLASTON,233-41 38TH DRIVE,8389.0,4516.0,2009.0,2200000.0,2022-08-08
DOUGLASTON,46-51 241ST STREET,6000.0,5000.0,2011.0,2350000.0,2022-05-31
DOUGLASTON,242-34 54TH AVENUE,4500.0,2400.0,1996.0,1440000.0,2022-10-20
DOUGLASTON,71-62 244TH STREET,5320.0,4018.0,1993.0,1418000.0,2022-04-01
DOUGLASTON,245-56 63RD AVENUE,3963.0,2112.0,2016.0,1211717.0,2022-06-17
DOUGLASTON,245-62 63RD AVENUE,3891.0,2164.0,2016.0,1405185.0,2022-02-10
FAR ROCKAWAY,612 MEEHAN,5514.0,2500.0,1987.0,1400000.0,2022-03-21
FAR ROCKAWAY,443 BEACH 7TH STREET,7552.0,3400.0,2000.0,1900000.0,2022-03-21
FAR ROCKAWAY,302 BEACH 9TH STREET,4640.0,2528.0,2000.0,899000.0,2022-11-07
FAR ROCKAWAY,17-38 WILLOW COURT,3116.0,2940.0,2008.0,996500.0,2022-12-12
FAR ROCKAWAY,14-34 DUNBAR STREET,3974.0,2400.0,2002.0,875000.0,2022-08-31
FAR ROCKAWAY,2512 BESSEMUND AVENUE,7600.0,3792.0,2022.0,915407.0,2022-09-08
FAR ROCKAWAY,25-35 HEALY AVE,5000.0,2632.0,2007.0,855000.0,2022-01-27
