NEIGHBORHOOD,ADDRESS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
OAKWOOD-BEACH,515 MEDINA STREET,1400.0,1816.0,1996.0,585000.0,2022-01-20
OAKWOOD-BEACH,517 MEDINA STREET,1400.0,1816.0,1996.0,660000.0,2022-09-28
OAKWOOD-BEACH,44 ITHACA STREET,3569.0,1344.0,1996.0,610000.0,2022-07-25
OAKWOOD-BEACH,491 TARRYTOWN AVENUE,6499.0,1120.0,1996.0,590000.0,2022-08-22
OAKWOOD-BEACH,486 AMHERST AVENUE,3999.0,3100.0,2018.0,1120000.0,2022-12-22
OAKWOOD-BEACH,515 MILL ROAD,2636.0,1850.0,2005.0,690000.0,2022-05-23
OAKWOOD-BEACH,521 MILL ROAD,2328.0,1850.0,2005.0,730000.0,2022-09-16
OAKWOOD-BEACH,506 TARRYTOWN AVENUE,1300.0,1360.0,1997.0,665000.0,2022-08-08
OAKWOOD-BEACH,527 LYNN STREET,1400.0,1380.0,1996.0,284905.0,2022-11-04
OAKWOOD-BEACH,38 AVISTON STREET,3145.0,1600.0,2004.0,700000.0,2022-03-30
OAKWOOD-BEACH,145 BROOK AVE,2399.0,1600.0,1986.0,620000.0,2022-07-19
OAKWOOD-BEACH,12 BROOK AVENUE,2006.0,1454.0,2022.0,649644.0,2022-11-22
OAKWOOD-BEACH,14 BROOK AVENUE,2960.0,1750.0,2022.0,712775.0,2022-10-19
OAKWOOD-BEACH,5 GRAYSON STREET,2339.0,1440.0,1993.0,610000.0,2022-06-06
OAKWOOD-BEACH,522 MERKEL PLACE,1961.0,1176.0,2000.0,497309.0,2022-11-03
PLEASANT PLAINS,94 BAYSIDE LANE,6002.0,2762.0,2014.0,1349000.0,2022-05-24
PLEASANT PLAINS,16 STATION AVENUE,2208.0,1288.0,2004.0,565000.0,2022-04-19
PLEASANT PLAINS,25 EMERALD COURT,10003.0,4800.0,2000.0,1499000.0,2022-07-06
PLEASANT PLAINS,68 SAVO LOOP,3800.0,2025.0,1997.0,870000.0,2022-03-15
PLEASANT PLAINS,32 PENTON STREET,2367.0,1340.0,2001.0,596000.0,2022-02-02
PLEASANT PLAINS,14 PENTON STREET,1504.0,1440.0,2004.0,594900.0,2022-02-28
PLEASANT PLAINS,32 CRANBERRY COURT,2139.0,1850.0,2002.0,695000.0,2022-07-13
PLEASANT PLAINS,170 CAMDEN AVENUE,3100.0,1500.0,1996.0,623000.0,2022-04-25
PLEASANT PLAINS,153 CAMDEN AVENUE,2499.0,1530.0,2001.0,760000.0,2022-06-17
PLEASANT PLAINS,163 CAMDEN AVENUE,2499.0,1350.0,2001.0,765000.0,2022-10-13
PORT IVORY,12 BAILEY PLACE,1799.0,1330.0,1991.0,445000.0,2022-10-25
PORT IVORY,33 BETTY COURT,1230.0,800.0,1997.0,157000.0,2022-05-15
PORT IVORY,42 BENJAMIN PLACE,1799.0,1350.0,1985.0,455000.0,2022-09-23
PORT IVORY,204 ARLINGTON PLACE,1565.0,1350.0,1985.0,470000.0,2022-09-01
PORT IVORY,164 ARLINGTON PLACE,1547.0,1350.0,1985.0,360000.0,2022-11-10
PORT IVORY,166 HOLLAND AVENUE,2200.0,1282.0,2006.0,400000.0,2022-05-23
PORT RICHMOND,24 JEWETT AVENUE,1950.0,1600.0,2003.0,600000.0,2022-05-23
PORT RICHMOND,240 HEBERTON AVENUE,1203.0,1900.0,2003.0,480000.0,2022-06-27
PORT RICHMOND,21 CORTLANDT ST,2700.0,1400.0,2006.0,675000.0,2022-02-11
PORT RICHMOND,28 BACHE STREET,1804.0,1575.0,1994.0,485000.0,2022-06-03
PORT RICHMOND,90 CORTLANDT STREET,2500.0,1495.0,2015.0,688000.0,2022-04-28
PORT RICHMOND,92 CORTLANDT STREET,2500.0,1495.0,2015.0,668000.0,2022-05-18
PORT RICHMOND,38 RUMPLER COURT,1775.0,1750.0,2005.0,279300.0,2022-12-30
PORT RICHMOND,38 RUMPLER COURT,1776.0,1750.0,2005.0,628037.0,2022-05-31
PORT RICHMOND,22 RUMPLER COURT,1775.0,1750.0,2005.0,400000.0,2022-12-21
PORT RICHMOND,35 RUMPLER COURT,1824.0,1750.0,2005.0,535000.0,2022-03-10
PORT RICHMOND,17 NICHOLAS AVENUE,1380.0,1400.0,2001.0,483000.0,2022-02-14
PORT RICHMOND,21 BAYONNE COURT,4141.0,1551.0,2015.0,660000.0,2022-05-09
PORT RICHMOND,17 LINDA COURT,1900.0,1000.0,1997.0,370000.0,2022-04-27
PORT RICHMOND,34 DIXON AVENUE,2287.0,1600.0,1990.0,800000.0,2022-03-25
PRINCES BAY,14 PURDY PLACE,6012.0,2207.0,2021.0,830150.0,2022-03-24
PRINCES BAY,18 PURDY PLACE,3848.0,2207.0,2021.0,778961.0,2022-06-29
PRINCES BAY,22 PURDY PLACE,3848.0,2207.0,2021.0,789144.0,2022-06-29
PRINCES BAY,26 PURDY PLACE,3848.0,2207.0,2021.0,834964.0,2022-06-22
PRINCES BAY,30 PURDY PLACE,3848.0,2207.0,2021.0,763686.0,2022-07-21
PRINCES BAY,66 WILBUR STREET,1799.0,1280.0,2001.0,500000.0,2022-12-13
PRINCES BAY,34 NAVIGATOR COURT,3440.0,1322.0,2003.0,583000.0,2022-03-11
PRINCES BAY,23 ARMOUR PLACE,2399.0,1300.0,2001.0,720000.0,2022-10-06
PRINCES BAY,N/A MAC GREGOR AVENUE,5999.0,2200.0,2021.0,876713.0,2022-06-15
PRINCES BAY,17 INEZ STREET,8399.0,2155.0,1985.0,1200000.0,2022-08-15
PRINCES BAY,114 SEGUINE AVENUE,9999.0,3490.0,1986.0,850000.0,2022-11-21
PRINCES BAY,165 JOHANNA LANE,11875.0,3980.0,1985.0,999999.0,2022-04-15
PRINCES BAY,15 JOHANNA LANE,12611.0,3350.0,1985.0,1315000.0,2022-08-10
PRINCES BAY,114 COMMODORE DRIVE,1881.0,2058.0,1986.0,690000.0,2022-11-22
PRINCES BAY,19 ADMIRALTY LOOP,1881.0,2058.0,1995.0,725000.0,2022-10-12
PRINCES BAY,45 ADMIRALTY LOOP,1865.0,1908.0,1995.0,760000.0,2022-07-07
PRINCES BAY,89 COMMODORE DRIVE,1786.0,2337.0,1987.0,569000.0,2022-01-26
PRINCES BAY,105 COMMODORE DRIVE,3195.0,1908.0,1986.0,550000.0,2022-01-25
PRINCES BAY,645 JOHNSTON TERRACE,1672.0,2337.0,1996.0,595000.0,2022-10-05
PRINCES BAY,16 ADMIRALTY LOOP,1900.0,2058.0,1995.0,759900.0,2022-06-23
PRINCES BAY,52 INDALE AVENUE,4859.0,4032.0,2005.0,1209664.0,2022-10-10
PRINCES BAY,70 INDALE AVENUE,4859.0,4032.0,2005.0,1225000.0,2022-08-02
PRINCES BAY,190 VAIL AVENUE,10340.0,5307.0,1989.0,1800000.0,2022-05-16
RICHMONDTOWN,74 SAINT GEORGE ROAD,9999.0,2800.0,1986.0,1200000.0,2022-08-16
RICHMONDTOWN,112 ST GEORGE ROAD,5999.0,2812.0,2012.0,1630000.0,2022-07-27
RICHMONDTOWN,104 ELEANOR STREET,10000.0,3324.0,2013.0,1532500.0,2022-05-05
RICHMONDTOWN,142 HITCHCOCK AVENUE,4040.0,1500.0,2003.0,1150000.0,2022-12-14
RICHMONDTOWN,3415 RICHMOND ROAD,8750.0,3200.0,2005.0,1618000.0,2022-01-10
RICHMONDTOWN,373 ST GEORGE ROAD,4000.0,1800.0,2000.0,985000.0,2022-04-25
RICHMONDTOWN,407 ST. GEORGE ROAD,16737.0,4577.0,2020.0,1680113.0,2022-07-13
RICHMONDTOWN,3226 RICHMOND ROAD,2170.0,2970.0,2001.0,640000.0,2022-02-22
RICHMONDTOWN,25 BLACKHORSE COURT,7451.0,3412.0,2009.0,1735000.0,2022-01-13
RICHMONDTOWN,68 WEST CEDARVIEW AVE,4292.0,2262.0,2018.0,1312500.0,2022-03-02
RICHMONDTOWN,201 CLARKE AVENUE,3900.0,3033.0,1998.0,1130000.0,2022-03-04
RICHMONDTOWN,96 WEST CEDARVIEW AVENUE,4171.0,1800.0,2001.0,980000.0,2022-01-28
RICHMONDTOWN,23 JOSHUA COURT,4299.0,1850.0,2000.0,998000.0,2022-06-03
RICHMONDTOWN,330 AMBER STREET,5400.0,2264.0,1995.0,499000.0,2022-04-21
RICHMONDTOWN-LIGHTHS HILL,93 MEISNER AVENUE,6540.0,3200.0,2005.0,1600000.0,2022-08-30
ROSEBANK,21 CLIFTON AVENUE,2590.0,1232.0,1996.0,520000.0,2022-04-12
ROSEBANK,35 ANDERSON STREET,2000.0,1323.0,1985.0,635000.0,2022-12-22
ROSEBANK,N/A CHESTNUT AVENUE,3357.0,1915.0,2021.0,774432.0,2022-07-27
ROSEBANK,N/A CHESTNUT AVENUE,4475.0,1915.0,2021.0,906243.0,2022-07-25
ROSEBANK,198 VERMONT AVENUE,740.0,1260.0,1994.0,565000.0,2022-03-18
ROSEBANK,125 MARYLAND AVENUE,3046.0,2736.0,2015.0,130000.0,2022-06-17
ROSEBANK,224 ANDERSON STREET,2550.0,1204.0,2004.0,600000.0,2022-10-12
ROSEBANK,285 WINGHAM STREET,2125.0,1705.0,1996.0,645000.0,2022-07-22
ROSEBANK,73 DAYNA DRIVE,1338.0,1144.0,1987.0,600000.0,2022-06-29
ROSEBANK,129 SAINT JOHNS AVENUE,1400.0,1516.0,1985.0,602000.0,2022-02-03
ROSEBANK,133 ST JOHNS AVENUE,1300.0,1144.0,1987.0,562000.0,2022-05-19
ROSEBANK,135 ST JOHNS AVENUE,1300.0,1144.0,1987.0,470000.0,2022-05-19
ROSEBANK,35 DAYNA DRIVE,1300.0,1144.0,1987.0,569000.0,2022-04-11
ROSEBANK,34 ST JOHNS AVENUE,2350.0,2020.0,2000.0,570000.0,2022-04-11
ROSEBANK,93 BELAIR ROAD,1404.0,1836.0,1989.0,125000.0,2022-01-04
ROSEBANK,73 WHITE PLAINS AVENUE,2499.0,1530.0,1995.0,520000.0,2022-06-10
ROSEBANK,214 VIRGINIA AVENUE,2366.0,1200.0,1992.0,549000.0,2022-12-22
ROSEBANK,215 ST JOHNS AVENUE,4500.0,3028.0,2009.0,1423800.0,2022-05-19
ROSEBANK,10 KAY PLACE,2495.0,1375.0,1988.0,638000.0,2022-06-08
ROSEBANK,420 HYLAN BOULEVARD,1113.0,1420.0,1988.0,520000.0,2022-10-14
ROSEBANK,15 MARYLAND LANE,1020.0,1150.0,1988.0,535000.0,2022-12-02
ROSEBANK,27 MARYLAND LANE,462.0,1080.0,1988.0,295000.0,2022-03-31
ROSEBANK,289 ST MARYS AVENUE,2499.0,1498.0,2019.0,772688.0,2022-09-08
ROSEBANK,291 ST MARYS AVENUE,2499.0,1498.0,2019.0,772688.0,2022-09-08
ROSEBANK,38 FLETCHER STREET,2199.0,1232.0,2004.0,685000.0,2022-07-05
ROSEBANK,"312 ST. MARY""S AVENUE",2500.0,1500.0,2021.0,700000.0,2022-01-28
ROSEBANK,322 VIRGINIA AVENUE,2000.0,1000.0,1994.0,635000.0,2022-07-25
ROSEBANK,264 ST JOHNS AVENUE,2799.0,1686.0,2021.0,789000.0,2022-12-21
ROSEBANK,262 ST. JOHNS AVENUE,2399.0,1484.0,2021.0,819691.0,2022-12-21
ROSEBANK,40 IMPALA COURT,1228.0,1176.0,2002.0,630000.0,2022-01-20
ROSSVILLE,177 DAHLIA STREET,2386.0,1548.0,1996.0,685000.0,2022-04-25
ROSSVILLE,304 HUGUENOT AVENUE,2351.0,1548.0,1996.0,655000.0,2022-09-30
ROSSVILLE,330 HUGUENOT AVENUE,2841.0,1348.0,1996.0,600000.0,2022-12-20
ROSSVILLE,134 COVINGTON CIRCLE,4489.0,2800.0,2000.0,999000.0,2022-06-01
ROSSVILLE,67 COVINGTON CIRCLE,4730.0,2600.0,2000.0,1299000.0,2022-11-07
ROSSVILLE,26 GILROY STREET,10070.0,3200.0,1989.0,1100000.0,2022-04-08
ROSSVILLE,55 KNESEL STREET,17720.0,3280.0,1988.0,1125000.0,2022-03-21
ROSSVILLE,74 REDWOOD LOOP,1709.0,1480.0,1987.0,599000.0,2022-08-01
ROSSVILLE,66 REDWOOD LOOP,2020.0,1480.0,1987.0,530000.0,2022-01-31
ROSSVILLE,226 BALSAM PLACE,2035.0,1880.0,1986.0,585000.0,2022-05-26
ROSSVILLE,230 BALSAM PLACE,3060.0,1480.0,1986.0,560000.0,2022-03-01
ROSSVILLE,14 IVY COURT,1415.0,1332.0,1986.0,499000.0,2022-08-25
ROSSVILLE,58 LOCUST COURT,1620.0,1292.0,1986.0,480000.0,2022-01-19
ROSSVILLE,53 LOCUST COURT,1639.0,1292.0,1986.0,560000.0,2022-12-19
ROSSVILLE,174 BALSAM PLACE,2434.0,1292.0,1986.0,560000.0,2022-03-23
ROSSVILLE,27 MILLENNIUM LOOP,2835.0,1832.0,1999.0,730000.0,2022-02-17
ROSSVILLE,47 MILLENNIUM LOOP,2779.0,1485.0,1999.0,690000.0,2022-01-14
ROSSVILLE,48 MILLENNIUM LOOP,2834.0,1909.0,1999.0,682000.0,2022-03-22
ROSSVILLE,70 WIRT AVENUE,3979.0,2832.0,1987.0,988000.0,2022-06-29
ROSSVILLE,686 CORRELL AVENUE,3685.0,1600.0,1995.0,855000.0,2022-05-16
ROSSVILLE,21 RUTHERFORD COURT,1051.0,1560.0,1997.0,580000.0,2022-05-12
ROSSVILLE,N/A BARRY STREET,2712.0,1816.0,2020.0,666954.0,2022-02-08
ROSSVILLE,21 BARRY STREET,2717.0,1816.0,2020.0,707684.0,2022-01-14
ROSSVILLE,60 POPLAR AVENUE,1600.0,1260.0,2004.0,610000.0,2022-10-03
ROSSVILLE,26 BAR COURT,998.0,1020.0,1992.0,480000.0,2022-06-09
ROSSVILLE,458 WINANT AVENUE,1448.0,1816.0,1987.0,551000.0,2022-02-14
ROSSVILLE,460 WINANT AVENUE,1448.0,1816.0,1987.0,585000.0,2022-09-30
ROSSVILLE,31 SANDYWOOD LANE,1960.0,1660.0,1990.0,615000.0,2022-01-27
ROSSVILLE,43 SANDYWOOD LANE,1063.0,1870.0,1990.0,510000.0,2022-03-24
ROSSVILLE,55 SANDYWOOD LANE,2138.0,1870.0,1991.0,630000.0,2022-08-04
ROSSVILLE,756 CORRELL AVENUE,2625.0,1700.0,1996.0,715000.0,2022-11-10
ROSSVILLE,740 CORRELL AVENUE,2625.0,1700.0,1996.0,650000.0,2022-09-30
ROSSVILLE,187 SHIEL AVENUE,2374.0,1453.0,1995.0,750000.0,2022-06-29
ROSSVILLE,270 MALVINE AVENUE,2379.0,1350.0,1997.0,749000.0,2022-04-27
ROSSVILLE,250 CANDON AVENUE,2509.0,1600.0,1997.0,750000.0,2022-12-20
ROSSVILLE,46 ASHLEY LANE,929.0,1870.0,1992.0,550000.0,2022-02-10
ROSSVILLE,62 ASHLEY LANE,929.0,1870.0,1992.0,540000.0,2022-01-28
ROSSVILLE,178 WIRT AVENUE,707.0,1914.0,1991.0,450000.0,2022-03-11
ROSSVILLE,14 ASHLEY LANE,929.0,1870.0,1993.0,585000.0,2022-08-16
ROSSVILLE,20 PHYLLIS COURT,1418.0,1600.0,1991.0,560000.0,2022-07-28
ROSSVILLE,132 LUCILLE AVENUE,2925.0,1520.0,1989.0,595000.0,2022-07-29
ROSSVILLE,504 WINANT AVENUE,1438.0,1804.0,1989.0,579000.0,2022-05-25
ROSSVILLE,145 WIRT AVE,1425.0,1720.0,1991.0,510000.0,2022-02-03
ROSSVILLE,159 WIRT AVENUE,1425.0,1720.0,1991.0,550000.0,2022-04-26
ROSSVILLE,165 WIRT AVENUE,1424.0,1720.0,1991.0,557000.0,2022-06-08
ROSSVILLE,185 WIRT AVENUE,1242.0,1720.0,1992.0,453000.0,2022-04-11
ROSSVILLE-CHARLESTON,5 LUNDSTEN AVENUE,4803.0,2150.0,2005.0,949900.0,2022-03-04
ROSSVILLE-CHARLESTON,414 ENGLEWOOD AVENUE,2128.0,1560.0,2000.0,660000.0,2022-01-05
ROSSVILLE-CHARLESTON,428 ENGLEWOOD AVENUE,2590.0,1800.0,2000.0,820000.0,2022-02-22
ROSSVILLE-CHARLESTON,430 ENGLEWOOD AVENUE,2312.0,1560.0,2000.0,840000.0,2022-12-28
ROSSVILLE-CHARLESTON,434 ENGLEWOOD AVENUE,2313.0,1560.0,2000.0,798000.0,2022-04-11
ROSSVILLE-CHARLESTON,106 HERRICK AVENUE,2664.0,1372.0,2001.0,450832.0,2022-01-12
ROSSVILLE-CHARLESTON,116 PITNEY AVENUE,2020.0,1789.0,2001.0,576500.0,2022-02-22
ROSSVILLE-CHARLESTON,114 PITNEY AVENUE,2069.0,1789.0,2001.0,539000.0,2022-03-07
ROSSVILLE-CHARLESTON,28 PITNEY AVENUE,2499.0,1200.0,2004.0,715000.0,2022-08-10
ROSSVILLE-CHARLESTON,66 CHART LOOP,1519.0,2490.0,2007.0,665000.0,2022-09-08
ROSSVILLE-CHARLESTON,20 TOPSIDE LANE,1519.0,2490.0,2005.0,790000.0,2022-08-29
ROSSVILLE-CHARLESTON,32 TOPSIDE LANE,1860.0,2365.0,2006.0,730000.0,2022-05-10
ROSSVILLE-CHARLESTON,38 TOPSIDE LANE,1519.0,2490.0,2006.0,783500.0,2022-06-14
ROSSVILLE-CHARLESTON,17 PILOT LANE,1519.0,2490.0,2009.0,710000.0,2022-06-17
ROSSVILLE-CHARLESTON,50 PILOT LANE,1549.0,2650.0,2009.0,850000.0,2022-07-14
ROSSVILLE-CHARLESTON,82 PILOT LANE,1549.0,2650.0,2009.0,825000.0,2022-07-19
ROSSVILLE-CHARLESTON,86 PILOT LANE,1519.0,2490.0,2009.0,850000.0,2022-08-11
ROSSVILLE-CHARLESTON,61 PILOT LANE,1860.0,2365.0,2009.0,775000.0,2022-05-06
ROSSVILLE-CHARLESTON,85 TOPSIDE LANE,1520.0,2490.0,2006.0,665000.0,2022-04-19
ROSSVILLE-RICHMOND VALLEY,84 MEADE LOOP,12827.0,2688.0,1986.0,850000.0,2022-04-25
SILVER LAKE,78 UNIVERSITY PLACE,8250.0,5106.0,2007.0,1570000.0,2022-06-30
SOUTH BEACH,77 ARTHUR AVENUE,2350.0,1280.0,2001.0,640000.0,2022-12-28
SOUTH BEACH,86 AUSTIN AVENUE,3100.0,1344.0,2005.0,670000.0,2022-02-09
SOUTH BEACH,65 AUSTIN AVENUE,2400.0,1440.0,2000.0,625000.0,2022-01-18
SOUTH BEACH,31 GUILFORD STREET,2100.0,1800.0,1999.0,730000.0,2022-02-22
SOUTH BEACH,167 ARTHUR AVENUE,2325.0,1519.0,1999.0,645000.0,2022-03-22
SOUTH BEACH,140 ROBIN ROAD,1540.0,2000.0,1987.0,495000.0,2022-03-03
SOUTH BEACH,136 ROBIN ROAD,960.0,2000.0,1987.0,473000.0,2022-06-03
SOUTH BEACH,24 RAGAZZI LANE,1400.0,1844.0,2000.0,720000.0,2022-12-22
SOUTH BEACH,48 RAGAZZI LANE,3305.0,1844.0,2000.0,775500.0,2022-09-29
SOUTH BEACH,138 ALEX CIRCLE,1288.0,1686.0,2000.0,640000.0,2022-10-26
SOUTH BEACH,56 SEASIDE LANE,1499.0,1088.0,1991.0,635000.0,2022-08-17
SOUTH BEACH,45 LINDA AVENUE,2749.0,1200.0,1986.0,600000.0,2022-07-19
SOUTH BEACH,10 SEAGATE COURT,2375.0,1096.0,1999.0,600000.0,2022-03-23
SOUTH BEACH,20 SEA GATE COURT,900.0,1096.0,1999.0,540000.0,2022-04-14
SOUTH BEACH,70 SEA GATE COURT,990.0,1096.0,1999.0,598000.0,2022-04-01
SOUTH BEACH,24 SEASIDE LANE,1419.0,1564.0,1991.0,615000.0,2022-06-02
SOUTH BEACH,103 KRAMER STREET,2500.0,1468.0,1998.0,620000.0,2022-02-22
SOUTH BEACH,99 LAMPORT BOULEVARD,2000.0,1500.0,2001.0,645000.0,2022-12-27
SOUTH BEACH,203 MALLORY AVENUE,1600.0,1300.0,1986.0,668000.0,2022-06-09
SOUTH BEACH,17 KENSINGTON AVENUE,2261.0,1408.0,2003.0,710000.0,2022-08-31
SOUTH BEACH,301 MAJOR AVENUE,1774.0,1279.0,2002.0,354000.0,2022-11-17
SOUTH BEACH,303 MAJOR AVE,2499.0,1327.0,2002.0,860000.0,2022-11-01
SOUTH BEACH,53 HICKORY AVENUE,2399.0,1232.0,2004.0,785000.0,2022-12-16
SOUTH BEACH,40 LINWOOD AVENUE,3999.0,1300.0,1987.0,617000.0,2022-06-13
SOUTH BEACH,110 LINWOOD AVENUE,3000.0,1732.0,1988.0,560038.0,2022-12-07
SOUTH BEACH,112 LINWOOD AVENUE,3000.0,1732.0,1986.0,810000.0,2022-10-31
SOUTH BEACH,112 QUINTARD STREET,2923.0,1200.0,1989.0,450000.0,2022-12-22
SOUTH BEACH,51 RUTH PLACE,4250.0,1394.0,1985.0,655000.0,2022-06-10
SOUTH BEACH,N/A LACONIA AVENUE,3800.0,2284.0,2021.0,1170988.0,2022-09-12
SOUTH BEACH,321 GARRETSON AVENUE,2646.0,1120.0,1991.0,658000.0,2022-06-02
SOUTH BEACH,N/A CROMWELL AVENUE,2099.0,1260.0,2021.0,763688.0,2022-06-29
SOUTH BEACH,N/A CROMWELL AVENUE,2099.0,1260.0,2021.0,763688.0,2022-07-07
SOUTH BEACH,374 CROMWELL AVENUE,2099.0,1260.0,2021.0,763688.0,2022-07-07
SOUTH BEACH,N/A CROMWELL AVENUE,2449.0,1467.0,2021.0,763688.0,2022-07-12
SOUTH BEACH,211 QUINTARD STREET,2099.0,1200.0,1999.0,729000.0,2022-07-28
SOUTH BEACH,173 QUINTARD STREET,2449.0,756.0,1987.0,445000.0,2022-07-18
SOUTH BEACH,16 REID AVENUE,4390.0,1350.0,1999.0,640000.0,2022-04-28
SOUTH BEACH,190 NORWAY AVENUE,2160.0,1200.0,2005.0,625000.0,2022-03-11
SOUTH BEACH,63B SCOTT AVENUE,1499.0,1200.0,1993.0,578000.0,2022-10-04
SOUTH BEACH,58 SCOTT AVENUE,2188.0,1260.0,2003.0,750000.0,2022-07-08
SOUTH BEACH,37 NUGENT AVENUE,2000.0,1248.0,2006.0,595000.0,2022-07-28
SOUTH BEACH,37 NUGENT AVENUE,2000.0,1248.0,2006.0,690000.0,2022-10-19
SOUTH BEACH,282 NORWAY AVENUE,950.0,1800.0,1988.0,530000.0,2022-05-09
SOUTH BEACH,316B NORWAY AVENUE,1350.0,1008.0,1999.0,598000.0,2022-06-13
SOUTH BEACH,29 VULCAN STREET,2399.0,2046.0,2004.0,760000.0,2022-03-17
SOUTH BEACH,37 WINFIELD STREET,2000.0,1800.0,1999.0,610000.0,2022-03-10
SOUTH BEACH,33 WINFIELD STREET,2000.0,1200.0,1999.0,635000.0,2022-07-20
SOUTH BEACH,32 WINFIELD STREET,3000.0,1280.0,2003.0,570000.0,2022-03-02
SOUTH BEACH,321 OLYMPIA BLVD,2500.0,1400.0,2006.0,745000.0,2022-04-14
SOUTH BEACH,68 WENTWORTH AVENUE,2000.0,1581.0,2001.0,569600.0,2022-01-21
SOUTH BEACH,70 WENTWORTH AVENUE,2000.0,1581.0,2001.0,645000.0,2022-09-27
SOUTH BEACH,21B PEARSALL STREET,1400.0,1200.0,2004.0,640001.0,2022-09-28
SOUTH BEACH,30 PEARSALL STREET,2465.0,1120.0,2002.0,675000.0,2022-02-18
SOUTH BEACH,435 QUINTARD STREET,2138.0,1408.0,1997.0,710000.0,2022-03-03
SOUTH BEACH,19 CRESTWATER COURT,1035.0,1675.0,2002.0,200000.0,2022-04-18
STAPLETON,43 SMITH TERRACE,2485.0,1798.0,1999.0,329550.0,2022-09-06
STAPLETON,534 VAN DUZER STREET,3690.0,1767.0,2007.0,605000.0,2022-07-18
STAPLETON,86 BEACH STREET,2258.0,1080.0,2000.0,390390.0,2022-10-28
STAPLETON,86 BEACH STREET,2258.0,1080.0,2000.0,403000.0,2022-03-31
STAPLETON,19 TAPPEN COURT,1079.0,1000.0,1989.0,255000.0,2022-11-04
STAPLETON,44 TAPPEN COURT,1079.0,1720.0,1989.0,330000.0,2022-08-26
STAPLETON,163 BOYD STREET,1188.0,1408.0,1989.0,340000.0,2022-06-24
STAPLETON,35 TAPPEN COURT,1562.0,880.0,1989.0,438000.0,2022-11-16
STAPLETON,33 TAPPEN COURT,1694.0,880.0,1989.0,439000.0,2022-03-04
STAPLETON,25 SUSAN COURT,1715.0,900.0,1998.0,441000.0,2022-02-11
STAPLETON,40A THELMA COURT,944.0,768.0,1990.0,353000.0,2022-02-17
STAPLETON,231 VANDERBILT AVENUE,2499.0,2046.0,2007.0,673000.0,2022-08-22
STAPLETON-CLIFTON,279 TOMPKINS AVENUE,1725.0,1120.0,2003.0,585000.0,2022-03-01
STAPLETON-CLIFTON,72B TOWNSEND AVENUE,1521.0,1200.0,2004.0,565000.0,2022-05-24
STAPLETON-CLIFTON,16 OPUS COURT,2976.0,1280.0,1997.0,605000.0,2022-07-28
STAPLETON-CLIFTON,95 GREENFIELD AVENUE,2175.0,1240.0,2004.0,590000.0,2022-04-07
STAPLETON-CLIFTON,25 AMAZON COURT,2449.0,1400.0,1999.0,570000.0,2022-10-14
STAPLETON-CLIFTON,37 MERIVALE LANE,1230.0,1405.0,2002.0,550000.0,2022-05-12
STAPLETON-CLIFTON,18 CHIANTI COURT,2720.0,1778.0,2015.0,808000.0,2022-03-28
STAPLETON-CLIFTON,41 BURGUNDY LOOP,4239.0,1778.0,2015.0,768000.0,2022-06-14
SUNNYSIDE,190 HIGHLAND AVENUE,4310.0,1440.0,2003.0,728000.0,2022-06-07
SUNNYSIDE,115 CAYUGA AVENUE,2000.0,1248.0,2001.0,670000.0,2022-05-31
SUNNYSIDE,151 ONTARIO AVENUE,1989.0,1128.0,1987.0,570000.0,2022-12-09
SUNNYSIDE,111 TIOGA STREET,4000.0,1000.0,1994.0,655000.0,2022-01-18
SUNNYSIDE,161 LABAU AVENUE,2000.0,1224.0,2012.0,760000.0,2022-08-29
TODT HILL,56 PORTSMOUTH AVENUE,9999.0,4800.0,2000.0,1660000.0,2022-12-02
TODT HILL,60 LOUISE LANE,17930.0,4625.0,1998.0,3060000.0,2022-07-11
TODT HILL,5 MILDEN AVENUE,12043.0,4080.0,1995.0,1850000.0,2022-05-19
TODT HILL,11 UTOPIA COURT,10588.0,5152.0,1997.0,1810000.0,2022-01-13
TODT HILL,70 UTOPIA COURT,11334.0,4300.0,1998.0,2546926.0,2022-07-21
TODT HILL,130 COLLEGE PLACE,14120.0,5800.0,2004.0,2325000.0,2022-04-04
TODT HILL,56 BUTTONWOOD ROAD,35587.0,4035.0,1986.0,2250000.0,2022-10-14
TODT HILL,5 HUNT LANE,12642.0,4800.0,2000.0,2200000.0,2022-09-27
TODT HILL,25 COPPERLEAF TERRACE,10723.0,4584.0,1985.0,1700000.0,2022-11-22
TODT HILL,48 COPPERFLAGG LANE,13899.0,4000.0,1990.0,2225000.0,2022-07-06
TOMPKINSVILLE,99 TOMPKINS CIRCLE,2300.0,1182.0,1990.0,570000.0,2022-09-14
TOMPKINSVILLE,27 NIXON AVENUE,7911.0,2965.0,1988.0,868500.0,2022-11-17
TOMPKINSVILLE,194 WARD AVENUE,2232.0,1348.0,1989.0,469500.0,2022-07-01
TOMPKINSVILLE,206 WARD AVENUE,2232.0,1744.0,1989.0,475000.0,2022-12-05
TOMPKINSVILLE,214 WARD AVENUE,2232.0,1744.0,1989.0,499000.0,2022-03-17
TOMPKINSVILLE,109 CLARK LANE,1155.0,1312.0,1989.0,410670.0,2022-06-25
TOMPKINSVILLE,123 CLARK LANE,1098.0,1312.0,1989.0,429250.0,2022-07-27
